reference_id,type,author,author_roman,year,title,journal,volume,issue,pages,DOI,URL,language,importance,locality,have,read,notes
REF00331,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：オキナエビスPleurotomaria (Mikadotrochus) beyrichi ,ゆめ蛤,13,#N/A,8,#N/A,#N/A,Japanese,5,県外,y,y,
REF00332,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：アワジチグサ ”Gibbula“ awajiensis Sowerby,ゆめ蛤,13,#N/A,8,#N/A,#N/A,Japanese,5,県外,y,y,
REF00333,personal book,波部 忠重,"Habe, T.",1947,"歯舌家系譜 (閻魔帳)(其二)：アラウズマキ”Cyclostrema“ duplicataと 
ワダチシタダミ”Cyclostrema“ ammanoceras ",ゆめ蛤,13,#N/A,8–9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00334,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Plicifusus yanamii (Yokoyama) ,ゆめ蛤,13,#N/A,9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00335,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：サナギモツボEufenella pupoides (A.Adams) ,ゆめ蛤,13,#N/A,9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00336,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Guildfordia triumphaus (Philippi) ,ゆめ蛤,13,#N/A,9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00337,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Guildfordia henica (Watson) ,ゆめ蛤,13,#N/A,9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00338,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Calcar haematragum (Menke) ,ゆめ蛤,13,#N/A,9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00339,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：“Cyclostrema” duplicate Lischke,ゆめ蛤,13,#N/A,9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00340,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Munditiella ammonpceras (A. Adams) ,ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00341,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Lirularia? awajiensis (Sowerby) ,ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00342,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Lirularia iridescens (Schrenk),ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00343,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Minolia (Conotalopia) ornate Sowerby ,ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00344,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Cyclostrema basistriata Jeffreys ,ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00345,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Eufenella pupoides (A. Adams),ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00346,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Mohnia mohni (Friele),ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00347,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (閻魔帳)(其二)：Plicifusus yamamii (Yokoyama) ,ゆめ蛤,13,#N/A,10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00348,personal book,中鉢 正美,,1947,トコブシ Haliotis japonica Reeveの分類に就て,ゆめ蛤,13,#N/A,11,#N/A,#N/A,Japanese,3,奄美大島,y,n,
REF00349,personal book,大山 桂,"Oyama, K.",1947,微小貝の手引 (1),ゆめ蛤,13,#N/A,12–14,#N/A,#N/A,Japanese,5,県外,y,y,
REF00350,personal book,阿部 近一,,1947,貝国阿波,ゆめ蛤,13,#N/A,15–16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00351,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其四)：シボリダカラStaphylea limacine (Lamarck)の2型,ゆめ蛤,13,#N/A,16,#N/A,#N/A,Japanese,5,奄美大島,y,n,
REF00352,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其四)：フジナミSanguinolaria (Soletellina) boeddinghausi (Lischke)の2型 ,ゆめ蛤,13,#N/A,17–18,#N/A,#N/A,Japanese,5,奄美大島,y,n,
REF00353,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其四)：モモイロフタナシシャジクの無帯型,ゆめ蛤,13,#N/A,18,#N/A,#N/A,Japanese,3,奄美大島,y,n,
REF00354,personal book,波部 忠重,"Habe, T.",1947,Fenella A. Adams 1860に就て,ゆめ蛤,13,#N/A,19–20,#N/A,#N/A,Japanese,5,県外,y,y,
REF00355,personal book,瀧 庸,"Taki, I.",1947,座談室：巻貝の蓋,ゆめ蛤,13,#N/A,20,#N/A,#N/A,Japanese,5,県外,y,y,
REF00356,personal book,金丸 但馬 ,,1947,座談室：貝の煮汁ペニシリンの培養基となる,ゆめ蛤,13,#N/A,20,#N/A,#N/A,Japanese,5,県外,y,y,
REF00357,personal book,金丸 但馬 ,,1947,座談室：伊勢海にバカガイが取れます,ゆめ蛤,13,#N/A,20–21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00358,personal book,金丸 但馬 ,,1947,座談室：バカガイの煮汁でソースを作る ,ゆめ蛤,13,#N/A,21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00359,personal book,市瀬 元吉,,1947,座談室：餅貝,ゆめ蛤,13,#N/A,21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00360,personal book,瀧 庸,"Taki, I.",1947,座談室：発光するヒドロ虫類,ゆめ蛤,13,#N/A,21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00361,personal book,吉良 哲明,"Kira, T.",1947,座談室：ここでも敗戦色 ,ゆめ蛤,13,#N/A,21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00362,personal book,吉良 哲明,"Kira, T.",1947,座談室：魚価の暴騰と貝類採集,ゆめ蛤,13,#N/A,21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00363,personal book,堀越 増興,,1947,分類学雑感,ゆめ蛤,13,#N/A,22–23,#N/A,#N/A,Japanese,5,県外,y,y,
REF00364,personal book,,,1947,写本：普通貝類の栞 (承前),ゆめ蛤,13,#N/A,27–30,#N/A,#N/A,Japanese,5,県外,y,y,
REF00365,personal book,,,1947,センニンガヒの食べ方（表紙）,ゆめ蛤,14,#N/A,#N/A,#N/A,#N/A,Japanese,5,南薩,y,y,
REF00366,personal book,,,1947,日本産スナモチツボ Scaliola属に就て,ゆめ蛤,14,#N/A,1–2,#N/A,#N/A,Japanese,1,鹿児島湾,y,y,
REF00367,personal book,黒田 徳米,"Kuroda, T.",1947,おはじき貝,ゆめ蛤,14,#N/A,3–5,#N/A,#N/A,Japanese,5,県外,y,y,
REF00368,personal book,堀越 増興,,1947,新刊紹介（貝の散布）淡水貝と陸貝の散布の方法に就て,ゆめ蛤,14,#N/A,5–7,#N/A,#N/A,Japanese,5,県外,y,y,
REF00369,personal book,大山 桂,"Oyama, K.",1947,微小貝の手引 (2),ゆめ蛤,14,#N/A,7–9,#N/A,#N/A,Japanese,5,県外,y,y,
REF00370,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其五)：ヘビガイの異型,ゆめ蛤,14,#N/A,9–10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00371,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其五)：ホトトギスの異型,ゆめ蛤,14,#N/A,10–11,#N/A,#N/A,Japanese,5,県外,y,y,
REF00372,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其五)：ヒバリガイの異型 ,ゆめ蛤,14,#N/A,11,#N/A,#N/A,Japanese,5,県外,y,y,
REF00373,personal book,平目庵 白砂,,1947,貝類徒然草,ゆめ蛤,14,#N/A,11–15,#N/A,#N/A,Japanese,5,県外,y,y,
REF00374,personal book,,,1947,写本：普通貝類の栞 序,ゆめ蛤,14,#N/A,11,#N/A,#N/A,Japanese,5,県外,y,y,
REF00375,personal book,北陸 天狗,,1947,夢の実現 ,ゆめ蛤,14,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00376,personal book,,,1947,此頃の物価と貝,ゆめ蛤,14,#N/A,17–18,#N/A,#N/A,Japanese,5,県外,y,y,
REF00377,personal book,,,1947,夢蛤付図 VI,ゆめ蛤,#N/A,#N/A,#N/A,#N/A,#N/A,Japanese,5,県外,y,y,
REF00378,personal book,,,1947,主張：健全なる研究,ゆめ蛤,15,#N/A,1,#N/A,#N/A,Japanese,5,県外,y,y,
REF00379,personal book,黒田 徳米,"Kuroda, T.",1947,巨大衣垂貝の2新種,ゆめ蛤,15,#N/A,2–4,#N/A,#N/A,Japanese,5,県外,y,y,
REF00380,personal book,黒田 徳米,"Kuroda, T.",1947,オホーツクイトカケ Acirsa (?) ochotensis (Middendorff),ゆめ蛤,15,#N/A,4–5,#N/A,#N/A,Japanese,5,県外,y,y,
REF00381,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：カゴメヌカボラClathuranachis japonica (A. Adams),ゆめ蛤,15,#N/A,"5, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00382,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：ケショウツノオリイレBoreotrophon xestra Dall,ゆめ蛤,15,#N/A,"5, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00383,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：セトベッコウタマガイCoriocella setoensis (Habe) ,ゆめ蛤,15,#N/A,"5–6, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00384,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：カヤノミガイPupa sulcataとコシイノミガイ“Pupa”Strigosa ,ゆめ蛤,15,#N/A,"6, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00385,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：コハクブドウガイHaminoea japonica (Pilsbry) ,ゆめ蛤,15,#N/A,"6, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00386,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：ヤマカワカイコガイダマシCylichua yamakawai YokoyamaとツマベニカイコガイダマシCylichua braunsi Yokoyama,ゆめ蛤,15,#N/A,"6–7, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00387,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：シリブトカイコガイダマシCylichua sibaensis Yamakawa,ゆめ蛤,15,#N/A,"6–7, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00388,personal book,波部 忠重,"Habe, T.",1947,歯舌家系譜 (其三)：Philine ornatissima Yokoyama,ゆめ蛤,15,#N/A,"6–7, 8",#N/A,#N/A,Japanese,5,県外,y,y,
REF00389,personal book,大山 桂,"Oyama, K.",1947,もつれた蛇貝類,ゆめ蛤,15,#N/A,9–10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00390,personal book,黒田 徳米,"Kuroda, T.",1947,同定速報 (1)：セイタカシラトリ,ゆめ蛤,15,#N/A,11,#N/A,#N/A,Japanese,5,県外,y,y,
REF00391,personal book,黒田 徳米,"Kuroda, T.",1947,同定速報 (1)：イボアナゴとヒラアナゴは別種である ,ゆめ蛤,15,#N/A,11–12,#N/A,#N/A,Japanese,5,県外,y,y,
REF00392,personal book,黒田 徳米,"Kuroda, T.",1947,同定速報 (1)：フクトコブシはHaliotis glabraと同定してはならない,ゆめ蛤,15,#N/A,12–13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00393,personal book,,,1947,貝信篭：足手纏いとなったキヌマトイガイ,ゆめ蛤,15,#N/A,13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00394,personal book,金丸 但馬,,1947,貝信篭：田中正男氏の逝去の報を聞いて ,ゆめ蛤,15,#N/A,14,#N/A,#N/A,Japanese,5,県外,y,y,
REF00395,personal book,黒田 徳米,"Kuroda, T.",1947,貝信篭：友交を久しからしめんと欲して,ゆめ蛤,15,#N/A,14–15,#N/A,#N/A,Japanese,5,県外,y,y,
REF00396,personal book,山本 寅代,,1947,貝信篭：夏料理三題,ゆめ蛤,15,#N/A,15,#N/A,#N/A,Japanese,5,県外,y,y,
REF00397,personal book,大山 桂,"Oyama, K.",1947,貝類座談室：ヒバリガイに就て,ゆめ蛤,15,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00398,personal book,大山 桂,"Oyama, K.",1947,貝類座談室：マメヒバリガイ,ゆめ蛤,15,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00399,personal book,瀧 庸,"Taki, I.",1947,貝類座談室：バカガイの大発生,ゆめ蛤,15,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00400,personal book,瀧 庸,"Taki, I.",1947,貝類座談室：マルタニシとオオマルタニシ,ゆめ蛤,15,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00401,personal book,大山 桂,"Oyama, K.",1947,貝類座談室：深海産に御用心,ゆめ蛤,15,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00402,personal book,瀧 巖,,1947,貝類座談室：ツボに就て,ゆめ蛤,15,#N/A,16–17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00403,personal book,"瀧 庸, 吉良 哲明",,1947,貝類座談室：道楽息子の発生研究,ゆめ蛤,15,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00404,personal book,大山 桂,"Oyama, K.",1947,貝類座談室：アワユキダカラを分けるのは無理でしょう,ゆめ蛤,15,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00405,personal book,吉良 哲明,"Kira, T.",1947,貝類座談室：日本産杓子貝類,ゆめ蛤,15,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00406,personal book,池辺,,1947,貝類座談室：アコヤエビスの学名 ,ゆめ蛤,15,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00407,personal book,吉良 哲明,"Kira, T.",1947,新採集行の提唱,ゆめ蛤,15,#N/A,18,#N/A,#N/A,Japanese,5,県外,y,y,
REF00408,personal book,,,1947,夢蛤付図 VII,ゆめ蛤,16,#N/A,,#N/A,#N/A,Japanese,5,県外,y,y,
REF00409,personal book,,,1947,重なる光榮,ゆめ蛤,16,#N/A,,#N/A,#N/A,Japanese,5,県外,y,y,
REF00410,personal book,黒田 徳米,"Kuroda, T.",1947,日本産杓子貝類の研究,ゆめ蛤,16,#N/A,1–7,#N/A,#N/A,Japanese,1,"鹿児島湾, 大隅",y,y,
REF00411,personal book,波部 忠重,"Habe, T.",1947,チゴカノコアサリ（総覧No.3252） ,ゆめ蛤,16,#N/A,7,#N/A,#N/A,Japanese,5,県外,y,y,
REF00412,personal book,山口 正男,"Yamaguchi, M.",1947,淡路島假屋町地先海面に於けるバカ貝の爆発的発生周期とアサリの爆発的発生に於ける小環流海●の作用,ゆめ蛤,16,#N/A,8–10,#N/A,#N/A,Japanese,5,県外,y,y,
REF00413,personal book,"黒田 徳米, 波部 忠重","Kuroda, T., Habe, T.",1947,適格審査報告（2）,ゆめ蛤,16,#N/A,10–12,#N/A,#N/A,Japanese,5,県外,y,y,
REF00414,personal book,波部 忠重,"Habe, T.",1947,微小陸貝雑記：オカチョウジガイOpeas属,ゆめ蛤,16,#N/A,12,#N/A,#N/A,Japanese,5,県外,y,y,
REF00415,personal book,波部 忠重,"Habe, T.",1947,微小陸貝雑記：ナタネモドキ Pyramidula conica (Pilsbry et Hirase),ゆめ蛤,16,#N/A,12–13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00416,personal book,波部 忠重,"Habe, T.",1947,微小陸貝雑記：タワラガイ Gulella (Sinoeunea) iwakawa (Pilsbry) ,ゆめ蛤,16,#N/A,13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00417,personal book,波部 忠重,"Habe, T.",1947,微小陸貝雑記：クルマナタネ Punctum rota Pilsbry et Hirase ,ゆめ蛤,16,#N/A,13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00418,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其六)：ミカワリ（三変り）ザルガイ ,ゆめ蛤,16,#N/A,14,#N/A,#N/A,Japanese,5,県外,y,y,
REF00419,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其六)：ヒナザルガイ,ゆめ蛤,16,#N/A,14–15,#N/A,#N/A,Japanese,5,県外,y,y,
REF00420,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其六)：再びアワユキダカラに就て,ゆめ蛤,16,#N/A,15,#N/A,#N/A,Japanese,5,県外,y,y,
REF00421,personal book,"黒田 徳米, 岡本 正豊","Kuroda, T., Okamoto, M.",1947,生態弐篇：屏風貝の生態,ゆめ蛤,16,#N/A,15–16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00422,personal book,波部 忠重,"Habe, T.",1947,生態弐篇：貝の頑張り競争 ,ゆめ蛤,16,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00423,personal book,吉良 哲明,"Kira, T.",1947,貝食う天狗,ゆめ蛤,16,#N/A,,#N/A,#N/A,Japanese,5,県外,y,y,
REF00424,personal book,"黒田 徳米, 波部 忠重","Kuroda, T., Habe, T.",1947,生きていた化石今一種,ゆめ蛤,16,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00425,personal book,吉良 哲明,"Kira, T.",1947,微小種の和名,ゆめ蛤,16,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00426,personal book,黒田 徳米,"Kuroda, T.",1947,又餘賦蛽 ,ゆめ蛤,16,#N/A,18,#N/A,#N/A,Japanese,5,県外,y,y,
REF00427,personal book,"竹村 嘉夫, 瀧 庸",,1947,貝類坐談室：サザエの空中活力 ,ゆめ蛤,16,#N/A,18,#N/A,#N/A,Japanese,5,県外,y,y,
REF00428,personal book,瀧 庸,"Taki, I.",1947,貝類坐談室：東京湾のウミニナ利用,ゆめ蛤,16,#N/A,18–19,#N/A,#N/A,Japanese,5,県外,y,y,
REF00429,personal book,瀧 庸,"Taki, I.",1947,貝類坐談室：東京湾のカキ,ゆめ蛤,16,#N/A,19,#N/A,#N/A,Japanese,5,県外,y,y,
REF00430,personal book,瀧 庸,"Taki, I.",1947,貝類坐談室：ナミマガシワの食用,ゆめ蛤,16,#N/A,19,#N/A,#N/A,Japanese,5,県外,y,y,
REF00431,personal book,吉良 哲明,"Kira, T.",1947,主張：陸貝産地を警す,ゆめ蛤,17,#N/A,1,#N/A,#N/A,Japanese,5,県外,y,y,佐多岬沖
REF00432,personal book,黒田 徳米,"Kuroda, T.",1947,日本産杓子貝類の研究（続き）,ゆめ蛤,17,#N/A,2–10,#N/A,#N/A,Japanese,3,大隅,y,y,
REF00433,personal book,黒田 徳米,"Kuroda, T.",1947,ウラウズカニモリ属について,ゆめ蛤,17,#N/A,11–13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00434,personal book,山口 正男,"Yamaguchi, M.",1947,チョウセンフデの大小二型の差異の成長式に依る考察,ゆめ蛤,17,#N/A,13–14,#N/A,#N/A,Japanese,5,県外,y,y,
REF00435,personal book,畑井 小虎,,1947,野村七平氏の思い出,ゆめ蛤,17,#N/A,15–16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00436,personal book,黒田 徳米,"Kuroda, T.",1947,新種速報,ゆめ蛤,17,#N/A,16,#N/A,#N/A,Japanese,3,沖永良部島,y,y,
REF00437,personal book,瀧 庸,"Taki, I.",1947,ババガセ類の分類,ゆめ蛤,17,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00438,personal book,黒田 徳米,"Kuroda, T.",1947,生きていた化石また一種,ゆめ蛤,17,#N/A,18,#N/A,#N/A,Japanese,5,県外,y,y,
REF00439,personal book,波部 忠重,"Habe, T.",1947,貝の頑張り競争 (2),ゆめ蛤,17,#N/A,19,#N/A,#N/A,Japanese,5,県外,y,y,
REF00440,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其七)：アザミツブリの2型,ゆめ蛤,17,#N/A,20,#N/A,#N/A,Japanese,5,県外,y,y,
REF00441,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其七)：ヒメホネガイの2型,ゆめ蛤,17,#N/A,20–21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00442,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其七)：中型クルマガイ,ゆめ蛤,17,#N/A,21,#N/A,#N/A,Japanese,5,県外,y,y,
REF00443,personal book,吉良 哲明,"Kira, T.",1947,WENZ物語,ゆめ蛤,17,#N/A,22–26,#N/A,#N/A,Japanese,5,県外,y,y,
REF00444,personal book,瀧 庸,"Taki, I.",1947,坐談室：トウジンガイ,ゆめ蛤,17,#N/A,27,#N/A,#N/A,Japanese,5,県外,y,y,
REF00445,personal book,瀧 庸,"Taki, I.",1947,真珠の色の研究 ,ゆめ蛤,17,#N/A,27,#N/A,#N/A,Japanese,5,県外,y,y,
REF00446,personal book,,,1947,文部省科学試験研究費,ゆめ蛤,17,#N/A,27,#N/A,#N/A,Japanese,5,県外,y,y,
REF00447,personal book,山口 正男,"Yamaguchi, M.",1947,白浜町瀬戸地方の貝類方言 ,ゆめ蛤,17,#N/A,27–28,#N/A,#N/A,Japanese,5,県外,y,y,
REF00448,personal book,神田 耕一郎,,1947,二寸余の大絲掛,ゆめ蛤,17,#N/A,28,#N/A,#N/A,Japanese,5,県外,y,y,
REF00449,personal book,山口 藍,,1947,フンガイ,ゆめ蛤,17,#N/A,28,#N/A,#N/A,Japanese,5,県外,y,y,
REF00450,personal book,窪田 彦左衛門,,1947,目八天狗貝の使命いよいよ重大,ゆめ蛤,17,#N/A,28,#N/A,#N/A,Japanese,5,県外,y,y,
REF00451,personal book,,,1947,白露の滴 (Pseudotrivia三種),ゆめ蛤,18,#N/A,表紙,#N/A,#N/A,Japanese,5,県外,y,y,
REF00452,personal book,吉良 哲明,"Kira, T.",1947,主張：常用漢字と新假名遣い,ゆめ蛤,18,#N/A,1,#N/A,#N/A,Japanese,5,県外,y,y,
REF00453,personal book,黒田 徳米,"Kuroda, T.",1947,日本産杓子貝類の研究（続き）,ゆめ蛤,18,#N/A,2–7,#N/A,#N/A,Japanese,3,屋久島,y,y,
REF00454,personal book,波部 忠重,"Habe, T.",1947,日本産有殻後鰓類目録 (1) ,ゆめ蛤,18,#N/A,8–12,#N/A,#N/A,Japanese,3,奄美大島,y,y,
REF00455,personal book,都新聞,Miyakoshinbun,1947,東北大女川（オナガワ）臨海実験所の近況 ,ゆめ蛤,18,#N/A,13,#N/A,#N/A,Japanese,5,県外,y,y,
REF00456,personal book,河村 良介,"Kawamura, R.",1947,ホソヒメギセルの抜肉,ゆめ蛤,18,#N/A,14,#N/A,#N/A,Japanese,5,県外,y,y,
REF00457,personal book,大山 桂,"Oyama, K.",1947,貝類ものしり帳：マシジミとヤマトシジミ ,ゆめ蛤,18,#N/A,15–16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00458,personal book,,,1947,貝類ものしり帳：MartensとMartinとMartynとMartini略すると皆、Mart.となる4人に説明を与えよう。 ,ゆめ蛤,18,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00459,personal book,,,1947,貝類ものしり帳：タニシの雌雄 ,ゆめ蛤,18,#N/A,16,#N/A,#N/A,Japanese,5,県外,y,y,
REF00460,personal book,,,1947,貝類ものしり帳：ハマグリとチョウセンハマグリ,ゆめ蛤,18,#N/A,16–17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00461,personal book,,,1947,貝類ものしり帳：スミスオオハネガイとミノガイ類,ゆめ蛤,18,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00462,personal book,吉良 哲明,"Kira, T.",1947,カサガイ類の新採集方,ゆめ蛤,18,#N/A,17,#N/A,#N/A,Japanese,5,県外,y,y,
REF00463,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其八)：オオイトカケの2型,ゆめ蛤,18,#N/A,18–19,#N/A,#N/A,Japanese,5,県外,,,
REF00464,personal book,吉良 哲明,"Kira, T.",1947,貝類異型の研究 (其八)：シノマキの2型,ゆめ蛤,19,#N/A,19–20,#N/A,#N/A,Japanese,5,県外,,,
REF00465,personal book,"吉良 哲明, 黒田 徳米","Kira, T., Kuroda, T.",1947,琵琶湖産貝類採集講習會記,ゆめ蛤,19,#N/A,21–22,#N/A,#N/A,Japanese,5,県外,,,
